ratio_absorb,PSII_content_per_leaf,PSII_antenna_size,P700_red_initial
0.8111111111111111,3.92,0.1,0.1
0.8111111111111111,4.69,0.1,0.1
0.8111111111111111,5.460000000000001,0.1,0.1
0.8111111111111111,6.23,0.1,0.1
0.8111111111111111,7.0,0.1,0.1
0.9,0.07,0.1,0.1
0.9,0.8400000000000001,0.1,0.1
0.9,1.61,0.1,0.1
0.9,2.38,0.1,0.1
0.9,3.15,0.1,0.1
0.9,3.92,0.1,0.1
0.9,4.69,0.1,0.1
0.9,5.460000000000001,0.1,0.1
0.9,6.23,0.1,0.1
0.9,7.0,0.1,0.1
0.1,0.07,0.18888888888888888,0.1
0.1,0.8400000000000001,0.18888888888888888,0.1
0.1,1.61,0.18888888888888888,0.1
0.1,2.38,0.18888888888888888,0.1
0.1,3.15,0.18888888888888888,0.1
0.1,3.92,0.18888888888888888,0.1
0.1,4.69,0.18888888888888888,0.1
0.1,5.460000000000001,0.18888888888888888,0.1
0.1,6.23,0.18888888888888888,0.1
0.1,7.0,0.18888888888888888,0.1
0.18888888888888888,0.07,0.18888888888888888,0.1
0.18888888888888888,0.8400000000000001,0.18888888888888888,0.1
0.18888888888888888,1.61,0.18888888888888888,0.1
0.18888888888888888,2.38,0.18888888888888888,0.1
0.18888888888888888,3.15,0.18888888888888888,0.1
0.18888888888888888,3.92,0.18888888888888888,0.1
0.18888888888888888,4.69,0.18888888888888888,0.1
0.18888888888888888,5.460000000000001,0.18888888888888888,0.1
0.18888888888888888,6.23,0.18888888888888888,0.1
0.18888888888888888,7.0,0.18888888888888888,0.1
0.2777777777777778,0.07,0.18888888888888888,0.1
0.2777777777777778,0.8400000000000001,0.18888888888888888,0.1
0.2777777777777778,1.61,0.18888888888888888,0.1
0.2777777777777778,2.38,0.18888888888888888,0.1
0.2777777777777778,3.15,0.18888888888888888,0.1
0.2777777777777778,3.92,0.18888888888888888,0.1
0.2777777777777778,4.69,0.18888888888888888,0.1
0.2777777777777778,5.460000000000001,0.18888888888888888,0.1
0.2777777777777778,6.23,0.18888888888888888,0.1
0.2777777777777778,7.0,0.18888888888888888,0.1
0.3666666666666667,0.07,0.18888888888888888,0.1
0.3666666666666667,0.8400000000000001,0.18888888888888888,0.1
0.3666666666666667,1.61,0.18888888888888888,0.1
0.3666666666666667,2.38,0.18888888888888888,0.1
0.3666666666666667,3.15,0.18888888888888888,0.1
0.3666666666666667,3.92,0.18888888888888888,0.1
0.3666666666666667,4.69,0.18888888888888888,0.1
0.3666666666666667,5.460000000000001,0.18888888888888888,0.1
0.3666666666666667,6.23,0.18888888888888888,0.1
0.3666666666666667,7.0,0.18888888888888888,0.1
0.4555555555555556,0.07,0.18888888888888888,0.1
0.4555555555555556,0.8400000000000001,0.18888888888888888,0.1
0.4555555555555556,1.61,0.18888888888888888,0.1
0.4555555555555556,2.38,0.18888888888888888,0.1
0.4555555555555556,3.15,0.18888888888888888,0.1
0.4555555555555556,3.92,0.18888888888888888,0.1
0.4555555555555556,4.69,0.18888888888888888,0.1
0.4555555555555556,5.460000000000001,0.18888888888888888,0.1
0.4555555555555556,6.23,0.18888888888888888,0.1
0.4555555555555556,7.0,0.18888888888888888,0.1
0.5444444444444445,0.07,0.18888888888888888,0.1
0.5444444444444445,0.8400000000000001,0.18888888888888888,0.1
0.5444444444444445,1.61,0.18888888888888888,0.1
0.5444444444444445,2.38,0.18888888888888888,0.1
0.5444444444444445,3.15,0.18888888888888888,0.1
0.5444444444444445,3.92,0.18888888888888888,0.1
0.5444444444444445,4.69,0.18888888888888888,0.1
0.5444444444444445,5.460000000000001,0.18888888888888888,0.1
0.5444444444444445,6.23,0.18888888888888888,0.1
0.5444444444444445,7.0,0.18888888888888888,0.1
0.6333333333333333,0.07,0.18888888888888888,0.1
0.6333333333333333,0.8400000000000001,0.18888888888888888,0.1
0.6333333333333333,1.61,0.18888888888888888,0.1
0.6333333333333333,2.38,0.18888888888888888,0.1
0.6333333333333333,3.15,0.18888888888888888,0.1
0.6333333333333333,3.92,0.18888888888888888,0.1
0.6333333333333333,4.69,0.18888888888888888,0.1
0.6333333333333333,5.460000000000001,0.18888888888888888,0.1
0.6333333333333333,6.23,0.18888888888888888,0.1
0.6333333333333333,7.0,0.18888888888888888,0.1
0.7222222222222222,0.07,0.18888888888888888,0.1
0.7222222222222222,0.8400000000000001,0.18888888888888888,0.1
0.7222222222222222,1.61,0.18888888888888888,0.1
0.7222222222222222,2.38,0.18888888888888888,0.1
0.7222222222222222,3.15,0.18888888888888888,0.1
0.7222222222222222,3.92,0.18888888888888888,0.1
0.7222222222222222,4.69,0.18888888888888888,0.1
0.7222222222222222,5.460000000000001,0.18888888888888888,0.1
0.7222222222222222,6.23,0.18888888888888888,0.1
0.7222222222222222,7.0,0.18888888888888888,0.1
0.8111111111111111,0.07,0.18888888888888888,0.1
0.8111111111111111,0.8400000000000001,0.18888888888888888,0.1
0.8111111111111111,1.61,0.18888888888888888,0.1
0.8111111111111111,2.38,0.18888888888888888,0.1
0.8111111111111111,3.15,0.18888888888888888,0.1
0.8111111111111111,3.92,0.18888888888888888,0.1
0.8111111111111111,4.69,0.18888888888888888,0.1
0.8111111111111111,5.460000000000001,0.18888888888888888,0.1
0.8111111111111111,6.23,0.18888888888888888,0.1
0.8111111111111111,7.0,0.18888888888888888,0.1
0.9,0.07,0.18888888888888888,0.1
0.9,0.8400000000000001,0.18888888888888888,0.1
0.9,1.61,0.18888888888888888,0.1
0.9,2.38,0.18888888888888888,0.1
0.9,3.15,0.18888888888888888,0.1
0.9,3.92,0.18888888888888888,0.1
0.9,4.69,0.18888888888888888,0.1
0.9,5.460000000000001,0.18888888888888888,0.1
0.9,6.23,0.18888888888888888,0.1
0.9,7.0,0.18888888888888888,0.1
0.1,0.07,0.2777777777777778,0.1
0.1,0.8400000000000001,0.2777777777777778,0.1
0.1,1.61,0.2777777777777778,0.1
0.1,2.38,0.2777777777777778,0.1
0.1,3.15,0.2777777777777778,0.1
0.1,3.92,0.2777777777777778,0.1
0.1,4.69,0.2777777777777778,0.1
0.1,5.460000000000001,0.2777777777777778,0.1
0.1,6.23,0.2777777777777778,0.1
0.1,7.0,0.2777777777777778,0.1
0.18888888888888888,0.07,0.2777777777777778,0.1
0.18888888888888888,0.8400000000000001,0.2777777777777778,0.1
0.18888888888888888,1.61,0.2777777777777778,0.1
0.18888888888888888,2.38,0.2777777777777778,0.1
0.18888888888888888,3.15,0.2777777777777778,0.1
0.18888888888888888,3.92,0.2777777777777778,0.1
0.18888888888888888,4.69,0.2777777777777778,0.1
0.18888888888888888,5.460000000000001,0.2777777777777778,0.1
0.18888888888888888,6.23,0.2777777777777778,0.1
0.18888888888888888,7.0,0.2777777777777778,0.1
0.2777777777777778,0.07,0.2777777777777778,0.1
0.2777777777777778,0.8400000000000001,0.2777777777777778,0.1
0.2777777777777778,1.61,0.2777777777777778,0.1
0.2777777777777778,2.38,0.2777777777777778,0.1
0.2777777777777778,3.15,0.2777777777777778,0.1
0.2777777777777778,3.92,0.2777777777777778,0.1
0.2777777777777778,4.69,0.2777777777777778,0.1
0.2777777777777778,5.460000000000001,0.2777777777777778,0.1
0.2777777777777778,6.23,0.2777777777777778,0.1
0.2777777777777778,7.0,0.2777777777777778,0.1
0.3666666666666667,0.07,0.2777777777777778,0.1
0.3666666666666667,0.8400000000000001,0.2777777777777778,0.1
0.3666666666666667,1.61,0.2777777777777778,0.1
0.3666666666666667,2.38,0.2777777777777778,0.1
0.3666666666666667,3.15,0.2777777777777778,0.1
0.3666666666666667,3.92,0.2777777777777778,0.1
0.3666666666666667,4.69,0.2777777777777778,0.1
0.3666666666666667,5.460000000000001,0.2777777777777778,0.1
0.3666666666666667,6.23,0.2777777777777778,0.1
0.3666666666666667,7.0,0.2777777777777778,0.1
0.4555555555555556,0.07,0.2777777777777778,0.1
0.4555555555555556,0.8400000000000001,0.2777777777777778,0.1
0.4555555555555556,1.61,0.2777777777777778,0.1
0.4555555555555556,2.38,0.2777777777777778,0.1
0.4555555555555556,3.15,0.2777777777777778,0.1
0.4555555555555556,3.92,0.2777777777777778,0.1
0.4555555555555556,4.69,0.2777777777777778,0.1
0.4555555555555556,5.460000000000001,0.2777777777777778,0.1
0.4555555555555556,6.23,0.2777777777777778,0.1
0.4555555555555556,7.0,0.2777777777777778,0.1
0.5444444444444445,0.07,0.2777777777777778,0.1
0.5444444444444445,0.8400000000000001,0.2777777777777778,0.1
0.5444444444444445,1.61,0.2777777777777778,0.1
0.5444444444444445,2.38,0.2777777777777778,0.1
0.5444444444444445,3.15,0.2777777777777778,0.1
0.5444444444444445,3.92,0.2777777777777778,0.1
0.5444444444444445,4.69,0.2777777777777778,0.1
0.5444444444444445,5.460000000000001,0.2777777777777778,0.1
0.5444444444444445,6.23,0.2777777777777778,0.1
0.5444444444444445,7.0,0.2777777777777778,0.1
0.6333333333333333,0.07,0.2777777777777778,0.1
0.6333333333333333,0.8400000000000001,0.2777777777777778,0.1
0.6333333333333333,1.61,0.2777777777777778,0.1
0.6333333333333333,2.38,0.2777777777777778,0.1
0.6333333333333333,3.15,0.2777777777777778,0.1
0.6333333333333333,3.92,0.2777777777777778,0.1
0.6333333333333333,4.69,0.2777777777777778,0.1
0.6333333333333333,5.460000000000001,0.2777777777777778,0.1
0.6333333333333333,6.23,0.2777777777777778,0.1
0.6333333333333333,7.0,0.2777777777777778,0.1
0.7222222222222222,0.07,0.2777777777777778,0.1
0.7222222222222222,0.8400000000000001,0.2777777777777778,0.1
0.7222222222222222,1.61,0.2777777777777778,0.1
0.7222222222222222,2.38,0.2777777777777778,0.1
0.7222222222222222,3.15,0.2777777777777778,0.1
0.7222222222222222,3.92,0.2777777777777778,0.1
0.7222222222222222,4.69,0.2777777777777778,0.1
0.7222222222222222,5.460000000000001,0.2777777777777778,0.1
0.7222222222222222,6.23,0.2777777777777778,0.1
0.7222222222222222,7.0,0.2777777777777778,0.1
0.8111111111111111,0.07,0.2777777777777778,0.1
0.8111111111111111,0.8400000000000001,0.2777777777777778,0.1
0.8111111111111111,1.61,0.2777777777777778,0.1
0.8111111111111111,2.38,0.2777777777777778,0.1
0.8111111111111111,3.15,0.2777777777777778,0.1
0.8111111111111111,3.92,0.2777777777777778,0.1
0.8111111111111111,4.69,0.2777777777777778,0.1
0.8111111111111111,5.460000000000001,0.2777777777777778,0.1
0.8111111111111111,6.23,0.2777777777777778,0.1
0.8111111111111111,7.0,0.2777777777777778,0.1
0.9,0.07,0.2777777777777778,0.1
0.9,0.8400000000000001,0.2777777777777778,0.1
0.9,1.61,0.2777777777777778,0.1
0.9,2.38,0.2777777777777778,0.1
0.9,3.15,0.2777777777777778,0.1
0.9,3.92,0.2777777777777778,0.1
0.9,4.69,0.2777777777777778,0.1
0.9,5.460000000000001,0.2777777777777778,0.1
0.9,6.23,0.2777777777777778,0.1
0.9,7.0,0.2777777777777778,0.1
0.1,0.07,0.3666666666666667,0.1
0.1,0.8400000000000001,0.3666666666666667,0.1
0.1,1.61,0.3666666666666667,0.1
0.1,2.38,0.3666666666666667,0.1
0.1,3.15,0.3666666666666667,0.1
0.1,3.92,0.3666666666666667,0.1
0.1,4.69,0.3666666666666667,0.1
0.1,5.460000000000001,0.3666666666666667,0.1
0.1,6.23,0.3666666666666667,0.1
0.1,7.0,0.3666666666666667,0.1
0.18888888888888888,0.07,0.3666666666666667,0.1
0.18888888888888888,0.8400000000000001,0.3666666666666667,0.1
0.18888888888888888,1.61,0.3666666666666667,0.1
0.18888888888888888,2.38,0.3666666666666667,0.1
0.18888888888888888,3.15,0.3666666666666667,0.1
0.18888888888888888,3.92,0.3666666666666667,0.1
0.18888888888888888,4.69,0.3666666666666667,0.1
0.18888888888888888,5.460000000000001,0.3666666666666667,0.1
0.18888888888888888,6.23,0.3666666666666667,0.1
0.18888888888888888,7.0,0.3666666666666667,0.1
0.2777777777777778,0.07,0.3666666666666667,0.1
0.2777777777777778,0.8400000000000001,0.3666666666666667,0.1
0.2777777777777778,1.61,0.3666666666666667,0.1
0.2777777777777778,2.38,0.3666666666666667,0.1
0.2777777777777778,3.15,0.3666666666666667,0.1
0.2777777777777778,3.92,0.3666666666666667,0.1
0.2777777777777778,4.69,0.3666666666666667,0.1
0.2777777777777778,5.460000000000001,0.3666666666666667,0.1
0.2777777777777778,6.23,0.3666666666666667,0.1
0.2777777777777778,7.0,0.3666666666666667,0.1
0.3666666666666667,0.07,0.3666666666666667,0.1
0.3666666666666667,0.8400000000000001,0.3666666666666667,0.1
0.3666666666666667,1.61,0.3666666666666667,0.1
0.3666666666666667,2.38,0.3666666666666667,0.1
0.3666666666666667,3.15,0.3666666666666667,0.1
0.3666666666666667,3.92,0.3666666666666667,0.1
0.3666666666666667,4.69,0.3666666666666667,0.1
0.3666666666666667,5.460000000000001,0.3666666666666667,0.1
0.3666666666666667,6.23,0.3666666666666667,0.1
0.3666666666666667,7.0,0.3666666666666667,0.1
0.4555555555555556,0.07,0.3666666666666667,0.1
0.4555555555555556,0.8400000000000001,0.3666666666666667,0.1
0.4555555555555556,1.61,0.3666666666666667,0.1
0.4555555555555556,2.38,0.3666666666666667,0.1
0.4555555555555556,3.15,0.3666666666666667,0.1
0.4555555555555556,3.92,0.3666666666666667,0.1
0.4555555555555556,4.69,0.3666666666666667,0.1
0.4555555555555556,5.460000000000001,0.3666666666666667,0.1
0.4555555555555556,6.23,0.3666666666666667,0.1
0.4555555555555556,7.0,0.3666666666666667,0.1
0.5444444444444445,0.07,0.3666666666666667,0.1
0.5444444444444445,0.8400000000000001,0.3666666666666667,0.1
0.5444444444444445,1.61,0.3666666666666667,0.1
0.5444444444444445,2.38,0.3666666666666667,0.1
0.5444444444444445,3.15,0.3666666666666667,0.1
0.5444444444444445,3.92,0.3666666666666667,0.1
0.5444444444444445,4.69,0.3666666666666667,0.1
0.5444444444444445,5.460000000000001,0.3666666666666667,0.1
0.5444444444444445,6.23,0.3666666666666667,0.1
0.5444444444444445,7.0,0.3666666666666667,0.1
0.6333333333333333,0.07,0.3666666666666667,0.1
0.6333333333333333,0.8400000000000001,0.3666666666666667,0.1
0.6333333333333333,1.61,0.3666666666666667,0.1
0.6333333333333333,2.38,0.3666666666666667,0.1
0.6333333333333333,3.15,0.3666666666666667,0.1
0.6333333333333333,3.92,0.3666666666666667,0.1
0.6333333333333333,4.69,0.3666666666666667,0.1
0.6333333333333333,5.460000000000001,0.3666666666666667,0.1
0.6333333333333333,6.23,0.3666666666666667,0.1
0.6333333333333333,7.0,0.3666666666666667,0.1
0.7222222222222222,0.07,0.3666666666666667,0.1
0.7222222222222222,0.8400000000000001,0.3666666666666667,0.1
0.7222222222222222,1.61,0.3666666666666667,0.1
0.7222222222222222,2.38,0.3666666666666667,0.1
0.7222222222222222,3.15,0.3666666666666667,0.1
0.7222222222222222,3.92,0.3666666666666667,0.1
0.7222222222222222,4.69,0.3666666666666667,0.1
0.7222222222222222,5.460000000000001,0.3666666666666667,0.1
0.7222222222222222,6.23,0.3666666666666667,0.1
0.7222222222222222,7.0,0.3666666666666667,0.1
0.8111111111111111,0.07,0.3666666666666667,0.1
0.8111111111111111,0.8400000000000001,0.3666666666666667,0.1
0.8111111111111111,1.61,0.3666666666666667,0.1
0.8111111111111111,2.38,0.3666666666666667,0.1
0.8111111111111111,3.15,0.3666666666666667,0.1
0.8111111111111111,3.92,0.3666666666666667,0.1
0.8111111111111111,4.69,0.3666666666666667,0.1
0.8111111111111111,5.460000000000001,0.3666666666666667,0.1
0.8111111111111111,6.23,0.3666666666666667,0.1
0.8111111111111111,7.0,0.3666666666666667,0.1
0.9,0.07,0.3666666666666667,0.1
0.9,0.8400000000000001,0.3666666666666667,0.1
0.9,1.61,0.3666666666666667,0.1
0.9,2.38,0.3666666666666667,0.1
0.9,3.15,0.3666666666666667,0.1
0.9,3.92,0.3666666666666667,0.1
0.9,4.69,0.3666666666666667,0.1
0.9,5.460000000000001,0.3666666666666667,0.1
0.9,6.23,0.3666666666666667,0.1
0.9,7.0,0.3666666666666667,0.1
0.1,0.07,0.4555555555555556,0.1
0.1,0.8400000000000001,0.4555555555555556,0.1
0.1,1.61,0.4555555555555556,0.1
0.1,2.38,0.4555555555555556,0.1
0.1,3.15,0.4555555555555556,0.1
0.1,3.92,0.4555555555555556,0.1
0.1,4.69,0.4555555555555556,0.1
0.1,5.460000000000001,0.4555555555555556,0.1
0.1,6.23,0.4555555555555556,0.1
0.1,7.0,0.4555555555555556,0.1
0.18888888888888888,0.07,0.4555555555555556,0.1
0.18888888888888888,0.8400000000000001,0.4555555555555556,0.1
0.18888888888888888,1.61,0.4555555555555556,0.1
0.18888888888888888,2.38,0.4555555555555556,0.1
0.18888888888888888,3.15,0.4555555555555556,0.1
0.18888888888888888,3.92,0.4555555555555556,0.1
0.18888888888888888,4.69,0.4555555555555556,0.1
0.18888888888888888,5.460000000000001,0.4555555555555556,0.1
0.18888888888888888,6.23,0.4555555555555556,0.1
0.18888888888888888,7.0,0.4555555555555556,0.1
0.2777777777777778,0.07,0.4555555555555556,0.1
0.2777777777777778,0.8400000000000001,0.4555555555555556,0.1
0.2777777777777778,1.61,0.4555555555555556,0.1
0.2777777777777778,2.38,0.4555555555555556,0.1
0.2777777777777778,3.15,0.4555555555555556,0.1
0.2777777777777778,3.92,0.4555555555555556,0.1
0.2777777777777778,4.69,0.4555555555555556,0.1
0.2777777777777778,5.460000000000001,0.4555555555555556,0.1
0.2777777777777778,6.23,0.4555555555555556,0.1
0.2777777777777778,7.0,0.4555555555555556,0.1
0.3666666666666667,0.07,0.4555555555555556,0.1
0.3666666666666667,0.8400000000000001,0.4555555555555556,0.1
0.3666666666666667,1.61,0.4555555555555556,0.1
0.3666666666666667,2.38,0.4555555555555556,0.1
0.3666666666666667,3.15,0.4555555555555556,0.1
0.3666666666666667,3.92,0.4555555555555556,0.1
0.3666666666666667,4.69,0.4555555555555556,0.1
0.3666666666666667,5.460000000000001,0.4555555555555556,0.1
0.3666666666666667,6.23,0.4555555555555556,0.1
0.3666666666666667,7.0,0.4555555555555556,0.1
0.4555555555555556,0.07,0.4555555555555556,0.1
0.4555555555555556,0.8400000000000001,0.4555555555555556,0.1
0.4555555555555556,1.61,0.4555555555555556,0.1
0.4555555555555556,2.38,0.4555555555555556,0.1
0.4555555555555556,3.15,0.4555555555555556,0.1
0.4555555555555556,3.92,0.4555555555555556,0.1
0.4555555555555556,4.69,0.4555555555555556,0.1
0.4555555555555556,5.460000000000001,0.4555555555555556,0.1
0.4555555555555556,6.23,0.4555555555555556,0.1
0.4555555555555556,7.0,0.4555555555555556,0.1
0.5444444444444445,0.07,0.4555555555555556,0.1
0.5444444444444445,0.8400000000000001,0.4555555555555556,0.1
0.5444444444444445,1.61,0.4555555555555556,0.1
0.5444444444444445,2.38,0.4555555555555556,0.1
0.5444444444444445,3.15,0.4555555555555556,0.1
0.5444444444444445,3.92,0.4555555555555556,0.1
0.5444444444444445,4.69,0.4555555555555556,0.1
0.5444444444444445,5.460000000000001,0.4555555555555556,0.1
0.5444444444444445,6.23,0.4555555555555556,0.1
0.5444444444444445,7.0,0.4555555555555556,0.1
0.6333333333333333,0.07,0.4555555555555556,0.1
0.6333333333333333,0.8400000000000001,0.4555555555555556,0.1
0.6333333333333333,1.61,0.4555555555555556,0.1
0.6333333333333333,2.38,0.4555555555555556,0.1
0.6333333333333333,3.15,0.4555555555555556,0.1
0.6333333333333333,3.92,0.4555555555555556,0.1
0.6333333333333333,4.69,0.4555555555555556,0.1
0.6333333333333333,5.460000000000001,0.4555555555555556,0.1
0.6333333333333333,6.23,0.4555555555555556,0.1
0.6333333333333333,7.0,0.4555555555555556,0.1
0.7222222222222222,0.07,0.4555555555555556,0.1
0.7222222222222222,0.8400000000000001,0.4555555555555556,0.1
0.7222222222222222,1.61,0.4555555555555556,0.1
0.7222222222222222,2.38,0.4555555555555556,0.1
0.7222222222222222,3.15,0.4555555555555556,0.1
0.7222222222222222,3.92,0.4555555555555556,0.1
0.7222222222222222,4.69,0.4555555555555556,0.1
0.7222222222222222,5.460000000000001,0.4555555555555556,0.1
0.7222222222222222,6.23,0.4555555555555556,0.1
0.7222222222222222,7.0,0.4555555555555556,0.1
0.8111111111111111,0.07,0.4555555555555556,0.1
0.8111111111111111,0.8400000000000001,0.4555555555555556,0.1
0.8111111111111111,1.61,0.4555555555555556,0.1
0.8111111111111111,2.38,0.4555555555555556,0.1
0.8111111111111111,3.15,0.4555555555555556,0.1
0.8111111111111111,3.92,0.4555555555555556,0.1
0.8111111111111111,4.69,0.4555555555555556,0.1
0.8111111111111111,5.460000000000001,0.4555555555555556,0.1
0.8111111111111111,6.23,0.4555555555555556,0.1
0.8111111111111111,7.0,0.4555555555555556,0.1
0.9,0.07,0.4555555555555556,0.1
0.9,0.8400000000000001,0.4555555555555556,0.1
0.9,1.61,0.4555555555555556,0.1
0.9,2.38,0.4555555555555556,0.1
0.9,3.15,0.4555555555555556,0.1
0.9,3.92,0.4555555555555556,0.1
0.9,4.69,0.4555555555555556,0.1
0.9,5.460000000000001,0.4555555555555556,0.1
0.9,6.23,0.4555555555555556,0.1
0.9,7.0,0.4555555555555556,0.1
0.1,0.07,0.5444444444444445,0.1
0.1,0.8400000000000001,0.5444444444444445,0.1
0.1,1.61,0.5444444444444445,0.1
0.1,2.38,0.5444444444444445,0.1
0.1,3.15,0.5444444444444445,0.1
0.1,3.92,0.5444444444444445,0.1
0.1,4.69,0.5444444444444445,0.1
0.1,5.460000000000001,0.5444444444444445,0.1
0.1,6.23,0.5444444444444445,0.1
0.1,7.0,0.5444444444444445,0.1
0.18888888888888888,0.07,0.5444444444444445,0.1
0.18888888888888888,0.8400000000000001,0.5444444444444445,0.1
0.18888888888888888,1.61,0.5444444444444445,0.1
0.18888888888888888,2.38,0.5444444444444445,0.1
0.18888888888888888,3.15,0.5444444444444445,0.1
0.18888888888888888,3.92,0.5444444444444445,0.1
0.18888888888888888,4.69,0.5444444444444445,0.1
0.18888888888888888,5.460000000000001,0.5444444444444445,0.1
0.18888888888888888,6.23,0.5444444444444445,0.1
0.18888888888888888,7.0,0.5444444444444445,0.1
0.2777777777777778,0.07,0.5444444444444445,0.1
0.2777777777777778,0.8400000000000001,0.5444444444444445,0.1
0.2777777777777778,1.61,0.5444444444444445,0.1
0.2777777777777778,2.38,0.5444444444444445,0.1
0.2777777777777778,3.15,0.5444444444444445,0.1
0.2777777777777778,3.92,0.5444444444444445,0.1
0.2777777777777778,4.69,0.5444444444444445,0.1
0.2777777777777778,5.460000000000001,0.5444444444444445,0.1
0.2777777777777778,6.23,0.5444444444444445,0.1
0.2777777777777778,7.0,0.5444444444444445,0.1
0.3666666666666667,0.07,0.5444444444444445,0.1
0.3666666666666667,0.8400000000000001,0.5444444444444445,0.1
0.3666666666666667,1.61,0.5444444444444445,0.1
0.3666666666666667,2.38,0.5444444444444445,0.1
0.3666666666666667,3.15,0.5444444444444445,0.1
0.3666666666666667,3.92,0.5444444444444445,0.1
0.3666666666666667,4.69,0.5444444444444445,0.1
0.3666666666666667,5.460000000000001,0.5444444444444445,0.1
0.3666666666666667,6.23,0.5444444444444445,0.1
0.3666666666666667,7.0,0.5444444444444445,0.1
0.4555555555555556,0.07,0.5444444444444445,0.1
0.4555555555555556,0.8400000000000001,0.5444444444444445,0.1
0.4555555555555556,1.61,0.5444444444444445,0.1
0.4555555555555556,2.38,0.5444444444444445,0.1
0.4555555555555556,3.15,0.5444444444444445,0.1
0.4555555555555556,3.92,0.5444444444444445,0.1
0.4555555555555556,4.69,0.5444444444444445,0.1
0.4555555555555556,5.460000000000001,0.5444444444444445,0.1
0.4555555555555556,6.23,0.5444444444444445,0.1
0.4555555555555556,7.0,0.5444444444444445,0.1
0.5444444444444445,0.07,0.5444444444444445,0.1
0.5444444444444445,0.8400000000000001,0.5444444444444445,0.1
0.5444444444444445,1.61,0.5444444444444445,0.1
0.5444444444444445,2.38,0.5444444444444445,0.1
0.5444444444444445,3.15,0.5444444444444445,0.1
0.5444444444444445,3.92,0.5444444444444445,0.1
